queue_id,num_people_waiting,queue_length,active_counters,avg_service_time,priority_customers,day_of_week,time_of_day,historical_queue_load,previous_waiting_time,actual_waiting_time
2036,8,12,3,4.1,1.0,Sunday,15:00,5.4,3.7,11.5
2037,9,14,4,7.0,0.0,Wednesday,12:15,9.1,,22.8
2038,6,9,3,4.7,2.0,Saturday,07:32,6.8,19.0,18.7
2039,9,16,5,12.2,1.0,Tuesday,16:07,12.5,12.4,33.6
2040,11,18,4,6.2,0.0,Friday,10:47,6.4,16.8,19.6
2041,5,8,3,6.3,1.0,Tuesday,11:04,4.7,26.5,16.8
2042,2,5,3,13.2,0.0,Wednesday,21:58,4.5,33.9,9.9
2043,13,16,2,7.6,0.0,Monday,20:42,8.0,32.7,67.6
2044,11,16,4,5.5,1.0,Tuesday,15:25,12.9,15.1,26.0
2045,5,10,4,2.8,1.0,Thursday,19:22,7.3,0.0,4.0
2046,8,13,5,5.3,0.0,Sunday,19:38,9.4,4.8,8.3
2047,7,10,3,10.4,0.0,Friday,19:21,6.9,31.8,31.2
2048,7,11,4,5.1,1.0,Thursday,17:30,8.9,9.8,13.2
2049,10,16,4,8.0,1.0,Sunday,11:39,10.5,20.8,28.8
2050,6,10,4,12.9,0.0,Tuesday,06:51,9.2,6.3,18.7
2051,3,7,2,10.9,0.0,Wednesday,09:32,5.4,39.7,20.9
2052,4,7,3,10.5,0.0,Thursday,23:45,5.8,6.8,13.5
2053,6,12,4,4.0,0.0,Tuesday,02:31,8.3,7.6,7.7
2054,5,10,4,5.2,0.0,Thursday,09:54,7.1,15.4,5.9
2055,7,10,3,6.9,2.0,Wednesday,16:58,9.6,14.1,26.2
2056,7,13,5,5.8,0.0,Sunday,11:27,10.3,3.8,11.6
2057,14,18,3,8.2,2.0,Friday,11:33,10.6,30.3,61.1
2058,9,14,4,9.5,0.0,Saturday,17:57,9.3,20.2,34.3
2059,7,16,5,7.5,0.0,Sunday,14:24,9.7,3.7,14.0
2060,7,12,3,7.7,2.0,Thursday,09:21,7.1,15.1,23.1
2061,6,12,5,8.2,0.0,Wednesday,16:43,11.8,13.3,15.0
2062,9,12,3,9.5,1.0,Friday,11:44,8.5,28.7,45.3
2063,9,12,3,4.3,0.0,Friday,20:19,4.6,10.9,15.4
2064,11,15,3,2.3,0.0,Wednesday,09:41,7.5,10.8,9.5
2065,12,19,4,6.3,0.0,Wednesday,21:45,8.9,11.0,20.9
2066,6,9,3,4.8,0.0,Thursday,01:58,4.1,0.0,7.8
2067,11,16,5,8.8,0.0,Sunday,18:07,9.0,16.6,24.0
2068,6,9,3,6.7,3.0,Thursday,14:08,6.8,10.2,27.8
2069,7,10,3,9.3,0.0,Thursday,09:55,4.8,21.5,25.1
2070,5,10,4,2.7,0.0,Tuesday,20:22,3.5,0.0,7.1
2071,13,21,4,5.2,0.0,Wednesday,11:12,7.4,2.7,36.3
2072,9,12,3,11.9,0.0,Saturday,09:04,4.9,20.0,44.8
2073,4,8,4,7.9,0.0,Thursday,08:43,7.1,11.9,9.9
2074,11,18,4,7.6,0.0,Monday,15:58,9.2,16.5,27.7
2075,10,14,3,12.7,0.0,Wednesday,07:12,9.2,26.5,45.2
2076,9,16,6,9.0,1.0,Saturday,08:00,9.3,15.9,19.3
2077,10,15,5,7.5,0.0,Sunday,19:12,11.9,13.5,21.2
2078,14,17,3,7.3,0.0,Thursday,17:00,12.3,9.3,45.3
2079,8,15,4,9.8,0.0,Tuesday,19:10,5.7,10.6,23.7
2080,15,21,4,9.3,1.0,Monday,19:02,14.8,26.9,56.1
2081,11,16,5,10.5,1.0,Saturday,11:41,11.2,25.8,44.0
2082,11,16,5,8.3,0.0,Monday,12:54,7.9,19.1,33.7
2083,6,12,5,10.6,1.0,Sunday,12:42,13.5,18.9,20.7
2084,7,11,4,6.8,0.0,Sunday,11:07,7.2,14.5,13.3
2085,12,17,4,8.5,0.0,Thursday,20:19,13.8,12.9,30.5
2086,7,11,4,9.2,1.0,Wednesday,08:32,7.3,23.1,24.8
2087,2,8,4,8.3,0.0,Thursday,00:51,0.8,8.9,3.3
2088,3,7,3,6.8,0.0,Thursday,03:02,6.2,13.7,5.6
2089,13,19,4,3.2,1.0,Saturday,12:56,13.1,0.4,17.3
2090,2,5,2,9.3,0.0,Sunday,09:21,0.3,35.2,16.0
2091,10,14,4,4.6,0.0,Saturday,20:04,7.5,3.3,17.8
2092,8,13,4,13.3,1.0,Sunday,16:27,5.1,27.2,34.2
2093,11,16,4,8.3,0.0,Tuesday,14:19,5.9,26.9,30.5
2094,7,11,4,5.3,2.0,Tuesday,13:52,14.4,5.7,23.3
2095,4,8,4,6.3,1.0,Monday,07:47,11.8,13.7,7.3
2096,7,11,4,10.7,0.0,Thursday,08:36,,15.8,21.9
2097,6,11,5,8.7,1.0,Monday,18:39,6.2,10.4,18.5
2098,10,15,3,9.3,0.0,Sunday,19:10,13.5,,38.4
2099,14,18,4,5.4,2.0,Monday,19:51,12.0,6.6,29.2
2100,14,19,4,6.8,1.0,Tuesday,18:36,10.1,22.3,36.4
2101,9,14,3,7.8,0.0,Thursday,08:23,7.8,18.7,21.4
2102,13,19,5,3.5,0.0,Monday,18:28,7.3,9.6,14.5
2103,6,12,4,10.2,2.0,Friday,17:07,6.6,34.4,33.1
2104,4,8,4,9.3,0.0,Thursday,09:09,6.6,21.2,11.8
2105,8,12,3,5.2,0.0,Sunday,23:47,4.8,5.0,9.7
2106,11,15,3,8.2,1.0,Sunday,13:01,9.4,19.3,42.5
2107,6,11,5,8.0,1.0,Wednesday,12:38,7.0,19.5,21.5
2108,6,15,6,10.5,0.0,Tuesday,17:34,7.9,19.7,13.5
2109,11,16,3,7.1,0.0,Sunday,18:50,9.1,34.0,35.5
2110,5,10,4,8.6,2.0,Friday,16:37,4.8,23.3,22.3
2111,5,8,3,12.9,0.0,Wednesday,09:43,9.3,32.5,23.6
2112,8,13,3,7.4,0.0,Wednesday,07:00,1.1,18.0,22.6
2113,15,22,5,6.3,1.0,Thursday,12:06,18.2,12.8,30.1
2114,12,17,4,8.6,1.0,Saturday,10:08,6.8,7.7,37.9
2115,4,8,4,10.3,0.0,Tuesday,15:21,9.5,22.1,9.3
2116,2,5,3,4.7,0.0,Tuesday,08:03,10.4,7.3,3.3
2117,4,6,1,5.0,0.0,Wednesday,09:31,6.5,33.0,22.8
2118,5,9,3,6.2,0.0,Saturday,12:43,8.8,16.5,21.0
2119,9,15,5,5.6,0.0,Thursday,10:52,11.1,0.0,11.6
2120,9,12,2,9.2,1.0,Thursday,13:16,8.4,42.2,67.4
2121,14,19,4,8.4,0.0,Wednesday,11:28,8.2,15.0,34.4
2122,17,23,5,7.5,1.0,Thursday,20:40,7.3,18.4,35.6
2123,9,12,3,6.5,0.0,Monday,17:38,12.0,13.3,31.7
2124,12,16,3,11.3,1.0,Saturday,11:04,9.6,41.5,72.7
2125,4,8,3,,0.0,Friday,06:05,5.3,7.6,10.4
2126,8,12,4,9.2,1.0,Thursday,10:04,10.2,19.5,29.8
2127,17,21,4,6.0,2.0,Monday,18:07,13.1,19.1,43.2
2128,4,8,3,9.3,1.0,Tuesday,23:50,,12.2,12.5
2129,10,15,5,4.2,0.0,Wednesday,14:56,8.1,,16.8
2130,7,14,5,8.2,0.0,Monday,20:25,15.1,16.6,17.0
2131,16,21,4,13.8,0.0,Monday,19:23,12.5,17.9,76.1
2132,8,13,3,9.9,2.0,Saturday,09:56,8.5,,47.4
2133,1,5,3,7.5,1.0,Tuesday,02:17,2.4,10.8,3.6
2134,8,12,4,,1.0,Monday,08:38,14.5,5.4,20.2
2135,13,18,5,8.6,1.0,Sunday,20:16,12.0,11.5,23.4
2136,10,16,4,8.4,1.0,Friday,15:48,9.2,19.4,32.7
2137,9,16,4,7.7,3.0,Wednesday,07:58,10.7,12.3,29.7
2138,11,18,4,8.7,0.0,Wednesday,13:44,10.4,30.5,37.2
2139,16,22,4,5.4,0.0,Saturday,13:39,14.4,9.6,37.2
2140,12,18,4,7.9,1.0,Monday,09:30,6.8,16.3,32.8
2141,12,20,2,5.7,0.0,Wednesday,08:09,8.8,26.1,35.7
2142,10,15,3,10.0,1.0,Sunday,09:49,7.2,18.4,34.5
2143,9,12,3,4.6,0.0,Tuesday,12:02,9.8,21.8,18.5
2144,13,18,4,6.5,0.0,Monday,21:08,,14.5,24.9
2145,6,10,4,5.8,0.0,Sunday,08:40,1.7,12.8,7.3
2146,9,13,2,5.1,,Thursday,10:46,10.8,29.5,31.7
2147,5,14,6,9.4,1.0,Sunday,13:50,8.6,13.4,14.5
2148,5,9,3,7.1,0.0,Thursday,13:13,,,19.1
2149,6,9,3,6.5,0.0,Saturday,10:28,11.7,18.2,18.3
2150,9,11,2,5.5,0.0,Saturday,20:20,5.4,11.7,67.2
2151,9,14,4,11.3,0.0,Saturday,01:57,7.8,0.0,16.3
2152,17,23,6,10.1,2.0,Monday,17:23,16.5,17.7,53.1
2153,9,15,5,9.0,1.0,Friday,08:36,9.3,2.5,18.0
2154,5,11,4,10.2,1.0,Sunday,12:44,10.0,26.1,22.7
2155,13,19,6,7.6,2.0,Saturday,13:29,14.3,4.1,37.2
2156,9,13,4,10.3,1.0,Saturday,18:14,12.4,33.8,43.7
2157,6,9,2,4.1,2.0,Saturday,09:30,10.4,4.3,22.5
2158,4,9,4,6.2,1.0,Tuesday,09:29,5.8,13.8,15.1
2159,22,27,5,7.2,1.0,Saturday,16:39,12.2,8.6,46.2
2160,7,11,4,5.5,0.0,Tuesday,23:32,5.4,7.4,10.0
2161,8,12,4,10.8,1.0,Wednesday,18:47,9.6,16.2,33.0
2162,10,15,4,10.5,2.0,Monday,15:34,11.9,24.2,45.7
2163,11,14,2,8.3,1.0,Tuesday,14:21,5.5,22.3,66.7
2164,7,12,4,8.7,0.0,Sunday,08:24,4.7,12.9,14.4
2165,6,11,4,2.0,1.0,Saturday,08:16,12.2,4.9,7.3
2166,13,18,5,7.4,1.0,Saturday,10:34,12.7,25.9,32.1
2167,9,14,3,2.3,1.0,Tuesday,15:53,7.0,19.3,12.1
2168,8,11,3,4.6,,Friday,14:56,9.4,16.5,18.3
2169,8,13,4,6.2,0.0,Saturday,17:35,9.8,0.0,17.3
2170,7,11,2,8.7,0.0,Sunday,10:18,10.4,38.5,34.8
2171,12,15,3,8.5,1.0,Saturday,17:50,9.3,34.7,57.6
2172,6,11,5,8.5,0.0,Tuesday,18:04,10.9,26.7,19.9
2173,12,17,3,9.9,0.0,Sunday,17:40,17.7,25.8,53.0
2174,3,7,4,6.4,1.0,Sunday,09:48,1.0,16.6,9.1
2175,5,11,4,7.3,1.0,Wednesday,08:02,8.3,7.8,14.1
2176,5,7,2,4.4,0.0,Wednesday,15:20,5.2,14.8,11.3
2177,8,13,5,9.3,1.0,Sunday,12:50,11.4,16.9,25.7
2178,23,29,4,9.3,0.0,Wednesday,10:33,12.9,16.4,58.7
2179,9,15,6,7.8,1.0,Tuesday,10:07,11.3,9.1,19.6
2180,12,15,2,9.6,0.0,Monday,20:57,10.2,46.1,77.0
2181,7,10,3,7.2,0.0,Wednesday,07:04,4.8,17.4,17.9
2182,11,14,3,11.4,0.0,Sunday,15:12,10.0,36.3,48.3
2183,12,17,4,9.0,0.0,Friday,21:01,12.3,21.9,37.2
2184,7,13,6,8.3,1.0,Monday,19:34,12.2,12.6,23.0
2185,15,19,3,12.1,1.0,Saturday,18:06,9.6,30.8,101.7
2186,7,9,1,7.9,0.0,Sunday,07:01,8.4,45.0,61.1
2187,9,14,4,5.8,0.0,Monday,21:09,6.9,5.4,17.5
2188,7,11,3,,0.0,Thursday,10:20,,2.3,7.7
2189,8,12,3,5.8,3.0,Sunday,20:47,13.7,14.2,29.2
2190,18,24,4,6.1,2.0,Saturday,20:54,16.3,21.8,46.9
2191,9,13,3,8.0,0.0,Thursday,19:42,11.5,17.3,33.9
2192,7,12,3,3.3,1.0,Tuesday,08:40,4.9,2.0,9.4
2193,10,15,3,2.0,1.0,Thursday,13:58,5.8,4.5,8.7
2194,9,13,4,9.9,,Tuesday,09:23,5.9,20.8,29.6
2195,7,13,4,7.8,0.0,Saturday,19:10,8.4,3.4,16.4
2196,6,12,5,3.9,2.0,Monday,07:23,8.6,0.4,2.7
2197,13,18,3,7.0,0.0,Saturday,21:58,8.5,18.1,36.5
2198,8,12,4,6.6,0.0,Thursday,21:57,11.2,9.3,14.3
2199,10,14,4,3.4,0.0,Tuesday,21:44,7.3,0.0,8.1
2200,3,8,3,5.8,1.0,Friday,05:13,2.3,4.1,6.6
2201,11,16,5,9.0,0.0,Friday,13:03,12.2,23.7,33.4
2202,14,21,6,5.7,2.0,Wednesday,12:38,12.9,12.1,24.0
2203,11,20,5,6.4,0.0,Saturday,16:41,11.9,10.8,23.9
2204,13,17,4,10.6,1.0,Thursday,18:22,11.3,17.9,52.8
2205,13,18,4,,0.0,Wednesday,18:03,8.8,5.7,12.7
2206,8,12,3,7.8,0.0,Friday,07:19,5.9,,28.8
2207,6,11,4,10.3,1.0,Sunday,03:48,6.5,11.0,14.7
2208,18,22,3,4.3,1.0,Sunday,19:57,10.2,11.2,31.6
2209,8,14,5,6.2,0.0,Tuesday,13:52,9.8,6.4,17.2
2210,10,13,3,8.6,0.0,Sunday,13:31,9.9,12.8,37.1
2211,11,18,6,7.7,0.0,Saturday,15:36,13.4,13.4,23.7
2212,11,13,2,3.5,0.0,Monday,08:55,9.4,6.6,22.4
2213,6,8,2,5.0,0.0,Wednesday,15:38,7.1,10.8,19.9
2214,9,14,5,5.6,2.0,Friday,15:25,11.9,12.4,21.9
2215,16,22,5,,1.0,Monday,13:59,12.1,1.8,16.2
2216,3,7,3,4.3,1.0,Friday,05:36,5.9,7.9,41.4
2217,9,11,1,4.7,0.0,Thursday,06:53,2.0,22.6,30.8
2218,3,7,3,8.4,0.0,Saturday,16:35,5.0,32.9,16.7
2219,12,17,4,8.7,1.0,Friday,09:39,8.9,19.4,36.1
2220,16,23,5,4.7,1.0,Thursday,11:57,14.5,7.6,25.7
2221,10,14,4,10.0,0.0,Saturday,03:41,10.2,17.8,26.5
2222,11,18,5,6.5,0.0,Sunday,20:27,12.5,10.1,11.7
2223,19,28,6,3.4,1.0,Saturday,15:37,9.9,0.0,15.2
2224,6,11,3,5.9,2.0,Saturday,14:43,12.0,17.0,24.9
2225,12,17,5,10.2,2.0,Saturday,19:13,10.6,25.6,50.7
2226,4,9,5,9.7,0.0,Saturday,10:57,7.4,16.7,7.1
2227,2,7,3,11.2,1.0,Sunday,18:38,3.5,16.6,16.9
2228,7,10,3,7.6,0.0,Tuesday,07:47,10.2,22.6,22.5
2229,7,11,4,8.2,0.0,Thursday,09:32,8.4,14.2,17.7
2230,3,10,4,5.2,1.0,Tuesday,17:08,5.6,2.8,7.7
2231,7,12,4,8.8,0.0,Thursday,20:08,3.7,13.9,20.6
2232,8,11,3,5.1,0.0,Saturday,18:06,8.3,21.1,22.3
2233,11,15,4,5.8,0.0,Friday,09:14,10.0,6.7,21.7
2234,5,10,5,8.6,0.0,Monday,11:54,12.2,10.7,9.7
2235,7,9,2,5.3,0.0,Sunday,14:57,10.1,13.4,22.7
2236,13,16,3,13.9,,Thursday,18:14,8.9,47.1,83.6
2237,9,13,3,7.2,0.0,Wednesday,13:52,8.4,31.8,28.5
2238,3,8,3,4.4,0.0,Thursday,05:25,11.6,7.2,7.0
2239,13,20,5,9.0,1.0,Sunday,19:28,11.4,13.8,33.8
2240,8,13,4,8.6,2.0,Sunday,16:57,5.5,23.9,31.5
2241,16,19,2,2.7,1.0,Saturday,18:27,13.1,13.5,41.5
2242,8,13,4,7.5,0.0,Sunday,07:41,4.7,,15.2
2243,9,15,4,10.3,2.0,Friday,07:55,7.9,16.5,39.9
2244,15,21,4,2.3,0.0,Thursday,20:55,10.1,5.9,12.3
2245,15,20,4,13.1,0.0,Friday,12:59,12.9,19.4,71.5
2246,5,13,4,6.2,0.0,Monday,04:48,6.3,4.9,3.3
2247,7,10,3,8.0,0.0,Monday,16:53,8.2,14.4,23.9
2248,7,9,2,10.5,0.0,Wednesday,04:41,3.9,39.4,28.6
2249,8,13,5,8.3,3.0,Wednesday,00:24,8.0,12.7,56.1
2250,11,15,4,5.6,3.0,Saturday,08:00,11.2,16.0,29.1
2251,11,17,4,4.1,,Sunday,09:02,5.3,2.8,10.7
2252,10,15,4,4.9,3.0,Thursday,16:23,9.4,18.9,25.4
2253,12,17,4,4.9,1.0,Friday,11:53,10.3,6.8,25.3
2254,9,13,3,11.0,0.0,Tuesday,20:04,10.4,25.1,37.9
2255,9,12,2,6.6,0.0,Thursday,21:15,9.2,17.8,36.7
2256,9,16,6,6.7,0.0,Wednesday,20:01,5.8,0.0,13.0
2257,8,13,4,7.0,1.0,Sunday,19:20,10.8,12.7,24.1
2258,5,9,3,11.9,0.0,Monday,09:56,10.8,40.8,29.0
2259,11,15,4,8.3,0.0,Monday,10:18,9.7,7.1,34.9
2260,7,12,2,5.3,0.0,Monday,02:48,4.4,0.0,15.3
2261,7,11,3,8.0,1.0,Tuesday,08:11,7.3,16.6,24.1
2262,9,13,3,6.2,1.0,Sunday,20:00,4.2,11.8,21.8
2263,6,10,4,8.5,0.0,Tuesday,16:01,4.2,15.0,18.6
2264,14,21,4,6.5,1.0,Wednesday,14:33,8.8,19.3,35.8
2265,3,5,2,4.3,0.0,Tuesday,02:02,3.6,7.0,6.8
2266,15,21,4,7.8,2.0,Saturday,17:51,8.3,1.2,52.6
2267,11,15,2,5.8,0.0,Wednesday,20:02,6.6,27.1,40.3
2268,8,14,4,5.8,0.0,Wednesday,14:08,11.2,0.0,17.4
2269,10,18,6,,0.0,Wednesday,21:26,10.1,4.4,14.8
2270,308,24,4,11.6,2.0,Tuesday,17:11,10.9,20.6,80.2
2271,4,8,4,7.6,0.0,Tuesday,17:55,6.1,12.7,10.4
2272,13,18,4,3.3,0.0,Monday,19:34,7.8,8.3,15.6
2273,6,11,5,4.4,2.0,Friday,09:14,9.9,10.5,15.5
2274,5,10,4,11.3,0.0,Wednesday,13:39,10.2,31.4,21.3
2275,4,8,3,7.3,0.0,Saturday,09:56,8.0,13.4,13.2
2276,10,16,5,3.5,0.0,Tuesday,11:37,14.0,0.0,10.4
2277,10,12,2,9.1,0.0,Wednesday,09:20,7.8,26.9,48.6
2278,7,11,4,5.1,0.0,Saturday,02:32,7.7,2.8,8.0
2279,8,12,4,12.9,1.0,Friday,13:51,10.5,43.8,46.3
2280,9,14,3,,1.0,Friday,16:30,8.5,20.3,35.7
2281,11,15,2,5.8,0.0,Wednesday,20:02,6.6,27.1,40.3
2282,4,10,3,9.8,0.0,Saturday,09:50,9.2,24.4,21.4
2283,8,13,5,3.6,0.0,Saturday,19:30,9.3,9.3,11.6
2284,10,14,4,7.2,1.0,Thursday,13:58,4.9,17.7,32.8
2285,9,14,5,8.9,0.0,Thursday,09:39,11.2,21.1,17.2
2286,4,6,2,6.1,1.0,Saturday,00:41,5.4,37.1,15.7
2287,5,10,4,10.3,0.0,Monday,09:52,2.9,15.9,18.4
2288,9,14,5,4.1,1.0,Saturday,11:10,13.8,1.6,17.0
2289,15,19,4,8.3,1.0,Monday,18:22,6.4,16.3,50.2
2290,4,9,4,9.1,0.0,Tuesday,20:15,,16.6,12.2
2291,10,18,4,9.6,0.0,Saturday,09:10,7.5,25.4,31.1
2292,6,9,3,6.3,0.0,Tuesday,08:19,6.4,6.9,11.1
2293,10,15,5,6.2,0.0,Monday,14:24,8.0,9.1,18.0
2294,11,16,3,8.5,1.0,Sunday,14:00,12.1,21.4,42.9
2295,7,12,5,7.7,0.0,Wednesday,14:33,9.9,15.1,14.2
2296,14,19,5,7.0,0.0,Monday,15:50,14.0,14.6,28.1
2297,2,7,4,7.0,0.0,Thursday,14:26,8.5,7.2,5.6
2298,12,17,4,9.0,0.0,Monday,19:00,11.3,28.7,41.3
2299,6,11,3,8.1,0.0,Tuesday,11:34,7.4,19.2,21.6
2300,9,14,4,8.4,1.0,Sunday,13:54,6.6,19.9,26.6
2301,17,22,4,8.4,1.0,Friday,12:40,15.0,17.1,58.2
2302,9,13,3,8.9,1.0,Thursday,07:52,4.0,23.8,32.9
2303,13,16,3,7.0,1.0,Friday,15:33,12.9,28.4,45.8
2304,13,19,6,7.8,2.0,Sunday,12:08,13.5,8.3,28.5
2305,8,13,4,5.7,0.0,Saturday,14:34,6.9,12.1,15.0
2306,6,12,5,8.4,1.0,Saturday,19:41,8.1,12.4,18.4
2307,6,10,3,7.8,0.0,Friday,07:16,9.9,28.3,21.1
2308,4,10,4,8.1,0.0,Friday,13:05,9.7,1.1,13.1
2309,13,18,5,8.1,0.0,Sunday,11:39,7.3,6.7,22.5
2310,7,11,3,3.9,0.0,Saturday,03:47,6.3,12.2,8.4
2311,12,19,5,9.2,1.0,Saturday,21:27,5.0,14.4,33.6
2312,16,22,5,6.1,2.0,Thursday,19:25,10.8,13.9,29.7
2313,6,8,2,6.3,0.0,Saturday,06:54,6.9,10.2,20.0
2314,10,14,4,5.4,0.0,Thursday,10:43,11.3,0.0,12.7
2315,6,11,5,7.9,0.0,Saturday,23:58,6.4,12.5,8.5
2316,9,14,3,7.5,0.0,Tuesday,21:50,3.6,30.6,26.4
2317,12,20,6,2.2,0.0,Saturday,13:38,9.3,6.7,6.4
2318,6,12,4,6.1,1.0,Wednesday,20:22,6.1,9.5,17.0
2319,6,14,5,2.9,3.0,Friday,14:17,8.7,6.5,7.1
2320,13,18,2,10.8,0.0,Tuesday,17:22,13.2,32.6,93.0
2321,16,21,4,6.8,0.0,Monday,15:16,15.1,13.5,39.1
2322,9,14,4,5.2,0.0,Friday,21:14,5.9,0.0,9.0
2323,9,13,4,7.7,1.0,Saturday,02:11,9.7,17.7,23.2
2324,9,12,3,,0.0,Tuesday,11:12,9.8,24.8,42.0
2325,4,8,3,11.3,3.0,Thursday,00:02,4.4,9.3,29.0
2326,11,16,4,8.9,0.0,Friday,10:31,6.2,13.8,27.8
2327,12,17,4,12.1,2.0,Friday,17:13,10.5,16.0,65.0
2328,2,7,3,12.2,0.0,Monday,14:08,14.7,20.1,12.8
2329,6,8,2,7.2,1.0,Friday,17:14,12.3,22.3,32.3
2330,4,11,6,9.2,0.0,Friday,17:35,10.1,14.5,8.8
2331,8,11,3,6.7,1.0,Thursday,21:21,5.0,10.9,24.3
2332,7,14,6,5.3,0.0,Saturday,15:44,6.9,0.0,10.1
2333,14,18,4,4.7,2.0,Tuesday,20:42,12.6,5.0,22.9
2334,9,15,5,10.0,2.0,Thursday,12:21,11.9,21.1,39.8
2335,15,21,4,5.4,1.0,Monday,16:12,9.7,9.7,31.1
2336,4,7,3,10.3,0.0,Wednesday,04:15,5.0,22.2,10.4
2337,8,14,5,5.2,1.0,Thursday,15:35,9.8,6.1,8.4
2338,7,13,4,6.5,,Tuesday,09:10,5.5,4.4,15.7
2339,8,13,4,7.2,0.0,Friday,15:13,9.7,12.1,19.9
2340,18,25,4,12.8,1.0,Thursday,09:22,7.8,21.9,73.1
2341,4,10,4,5.5,0.0,Wednesday,11:33,4.1,10.6,8.5
2342,9,14,4,8.9,1.0,Wednesday,16:52,13.3,18.7,33.3
2343,7,12,5,3.3,1.0,Wednesday,20:15,9.8,1.8,8.2
2344,3,8,3,7.5,1.0,Thursday,19:25,1.9,14.3,16.3
2345,14,20,5,6.8,0.0,Wednesday,13:40,11.0,6.4,26.9
2346,11,17,4,9.1,3.0,Monday,21:05,8.2,15.9,42.5
2347,10,15,5,6.3,0.0,Wednesday,04:36,10.2,4.1,7.3
2348,7,10,3,7.3,1.0,Thursday,10:56,6.8,22.9,27.1
2349,10,18,6,14.1,0.0,Monday,14:32,9.8,21.2,37.6
2350,5,11,2,7.7,0.0,Thursday,03:43,5.5,18.9,10.4
2351,6,13,5,3.5,1.0,Thursday,18:20,11.3,2.4,5.3
2352,13,17,4,9.0,1.0,Friday,12:31,12.0,11.7,47.7
2353,11,18,6,8.0,0.0,Monday,18:29,12.0,14.3,24.0
2354,13,20,3,12.3,1.0,Sunday,16:28,8.3,38.1,66.4
2355,7,11,4,8.2,1.0,Friday,01:30,9.2,18.6,15.7
2356,7,14,5,8.2,,Friday,21:23,12.9,0.0,17.7
2357,7,13,5,9.7,1.0,Saturday,17:55,10.5,13.5,26.9
2358,5,8,0,2.0,,Saturday,01:44,6.3,8.6,8.8
2359,5,11,4,7.8,1.0,Tuesday,14:00,11.2,16.6,18.4
2360,8,15,5,4.0,2.0,Friday,15:39,8.2,10.1,15.5
2361,11,17,4,4.7,0.0,Thursday,08:08,7.9,3.7,13.6
2362,4,7,2,8.3,0.0,Sunday,04:25,6.6,24.1,18.6
2363,14,20,5,10.4,0.0,Wednesday,17:16,12.4,8.1,35.5
2364,13,18,4,6.9,0.0,Friday,18:56,11.5,9.4,33.6
2365,7,11,3,11.0,2.0,Tuesday,16:45,5.5,22.6,43.5
2366,10,18,6,6.8,0.0,Thursday,17:38,10.0,9.1,12.9
2367,9,11,2,9.0,1.0,Monday,14:05,10.5,28.4,64.4
2368,12,16,4,8.9,2.0,Thursday,11:53,10.1,17.5,43.1
2369,12,16,4,7.1,2.0,Thursday,12:06,13.5,19.6,39.4
2370,10,14,3,3.1,1.0,Friday,09:24,9.2,6.7,11.7
2371,12,17,5,10.6,0.0,Tuesday,19:17,16.9,28.3,34.4
2372,7,14,6,8.2,0.0,Wednesday,20:54,6.8,15.3,19.8
2373,8,11,3,11.2,2.0,Saturday,10:22,12.4,26.0,51.1
2374,6,10,4,5.7,0.0,Tuesday,11:05,7.2,17.0,36.9
2375,10,15,5,2.0,0.0,Sunday,10:35,5.5,12.4,2.8
2376,5,9,3,10.1,0.0,Sunday,03:32,6.2,15.4,14.1
2377,10,15,5,4.8,0.0,Monday,21:53,12.1,9.1,15.9
2378,4,10,3,5.5,0.0,Monday,07:42,9.0,23.1,14.9
2379,6,10,4,5.8,1.0,Thursday,14:49,5.9,4.3,13.3
2380,6,13,6,7.5,0.0,Thursday,15:14,7.5,4.4,8.9
2381,8,13,4,11.1,0.0,Sunday,07:25,8.8,15.8,23.2
2382,2,6,2,9.1,0.0,Saturday,03:51,11.6,17.8,11.5
2383,9,16,6,,0.0,Friday,21:04,9.3,0.0,7.2
2384,17,22,5,6.4,1.0,Monday,15:56,10.6,18.8,29.8
2385,2,6,3,9.6,0.0,Tuesday,11:31,5.5,31.2,5.5
2386,13,18,4,6.1,0.0,Friday,11:04,6.6,10.8,27.8
2387,9,13,3,7.1,0.0,Friday,03:57,8.0,12.8,22.0
2388,9,16,4,5.5,1.0,Friday,20:06,10.5,4.3,21.1
2389,11,16,4,8.2,0.0,Wednesday,17:47,12.4,15.8,32.1
2390,7,13,5,6.2,0.0,Saturday,12:17,11.6,3.0,17.1
2391,11,16,5,,2.0,Wednesday,13:26,13.8,18.7,51.1
2392,12,16,4,10.9,,Tuesday,11:53,11.2,23.3,50.5
2393,6,11,4,4.3,0.0,Sunday,16:34,8.5,14.0,10.1
2394,12,16,4,9.8,3.0,Thursday,19:09,8.3,28.7,53.5
2395,11,15,3,9.2,0.0,Tuesday,19:42,10.8,14.3,43.4
2396,4,8,3,7.9,1.0,Sunday,13:28,9.0,18.6,20.4
2397,5,10,4,10.0,1.0,Monday,08:23,8.7,16.5,22.5
2398,9,13,3,8.5,2.0,Monday,09:49,5.7,33.4,42.6
2399,4,10,4,13.5,1.0,Friday,23:25,8.7,,20.7
2400,4,8,4,4.9,2.0,Friday,22:31,9.7,6.4,10.5
2401,3,10,4,5.4,0.0,Thursday,21:21,7.3,13.9,3.9
2402,2,7,4,4.7,2.0,Sunday,10:27,3.5,16.7,8.8
2403,11,17,4,8.4,1.0,Thursday,17:25,11.5,12.1,39.6
